año,eleccion_tipo,recuento_tipo,padron_tipo,distrito_id,distrito_nombre,seccionprovincial_id,seccionprovincial_nombre,seccion_id,seccion_nombre,circuito_id,mesa_id,mesa_tipo,mesa_electores,cargo_nombre,votos_tipo,votos_cantidad,cargo_id,agrupacion_id,agrupacion_nombre
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,15,6,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,13,6,503,AVANZA LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,9,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,2,6,508,FRENTE VAMOS CON VOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,BLANCOS,4,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,NULOS,2,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,RECURRIDOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,COMANDO,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,IMPUGNADOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,105,6,506,JUNTOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,77,6,507,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,20,6,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,16,6,503,AVANZA LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,10,NATIVOS,350,DIPUTADOS PROVINCIALES,POSITIVO,10,6,508,FRENTE VAMOS CON VOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,BLANCOS,1,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,NULOS,1,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,RECURRIDOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,COMANDO,1,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,IMPUGNADOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,POSITIVO,53,6,506,JUNTOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,POSITIVO,28,6,507,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,POSITIVO,8,6,503,AVANZA LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,POSITIVO,7,6,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00461,11,NATIVOS,153,DIPUTADOS PROVINCIALES,POSITIVO,3,6,508,FRENTE VAMOS CON VOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,BLANCOS,6,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,NULOS,2,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,RECURRIDOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,COMANDO,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,IMPUGNADOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,144,6,506,JUNTOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,56,6,507,FRENTE DE TODOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,12,6,503,AVANZA LIBERTAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,9,6,504,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,12,NATIVOS,351,DIPUTADOS PROVINCIALES,POSITIVO,9,6,508,FRENTE VAMOS CON VOS
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,13,NATIVOS,354,DIPUTADOS PROVINCIALES,BLANCOS,6,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,13,NATIVOS,354,DIPUTADOS PROVINCIALES,NULOS,1,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,13,NATIVOS,354,DIPUTADOS PROVINCIALES,RECURRIDOS,1,6,undefined,undefined
2021,GENERAL,PROVISORIO,COMANDO,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,13,NATIVOS,354,DIPUTADOS PROVINCIALES,COMANDO,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,13,NATIVOS,354,DIPUTADOS PROVINCIALES,IMPUGNADOS,0,6,undefined,undefined
2021,GENERAL,PROVISORIO,NORMAL,2,BUENOS AIRES,8,Sección Capital,63,La Plata,00462,13,NATIVOS,354,DIPUTADOS PROVINCIALES,POSITIVO,140,6,506,JUNTOS
